,접수번호,법인구분,고유번호,법인명,구분,주식 종류,당기,전기,전전기
10,20170331005003,Y,00258801,카카오,주식배당수익률(%),우선주,-,-,-
11,20170331005003,Y,00258801,카카오,주당 현금배당금(원),보통주,148,148,173
12,20170331005003,Y,00258801,카카오,주당 현금배당금(원),우선주,-,-,-
13,20170331005003,Y,00258801,카카오,주당 주식배당(주),보통주,-,-,-
14,20170331005003,Y,00258801,카카오,주당 주식배당(주),우선주,-,-,-
0,20180330002462,Y,00258801,카카오,주당액면가액(원),,500,500,500
1,20180330002462,Y,00258801,카카오,(연결)당기순이익(백만원),,"108,597","108,597","75,666"
2,20180330002462,Y,00258801,카카오,(별도)당기순이익(백만원),,"217,554","217,554","72,898"
3,20180330002462,Y,00258801,카카오,(연결)주당순이익(원),,"1,602","1,602","1,269"
4,20180330002462,Y,00258801,카카오,현금배당금총액(백만원),,"10,050","10,050","10,035"
5,20180330002462,Y,00258801,카카오,주식배당금총액(백만원),,-,-,-
6,20180330002462,Y,00258801,카카오,(연결)현금배당성향(%),,9.30,9.30,13.30
7,20180330002462,Y,00258801,카카오,현금배당수익률(%),보통주,0.10,0.10,0.10
8,20180330002462,Y,00258801,카카오,현금배당수익률(%),,-,-,-
9,20180330002462,Y,00258801,카카오,주식배당수익률(%),보통주,-,-,-
10,20180330002462,Y,00258801,카카오,주식배당수익률(%),,-,-,-
11,20180330002462,Y,00258801,카카오,주당 현금배당금(원),보통주,148,148,167
12,20180330002462,Y,00258801,카카오,주당 현금배당금(원),,-,-,-
13,20180330002462,Y,00258801,카카오,주당 주식배당(주),보통주,-,-,-
14,20180330002462,Y,00258801,카카오,주당 주식배당(주),,-,-,-
0,20190401005013,Y,00258801,카카오,주당액면가액(원),,500,500,500
1,20190401005013,Y,00258801,카카오,(연결)당기순이익(백만원),,"47,886","47,886","57,674"
2,20190401005013,Y,00258801,카카오,(별도)당기순이익(백만원),,"90,230","90,230","38,171"
3,20190401005013,Y,00258801,카카오,(연결)주당순이익(원),,615,615,874
4,20190401005013,Y,00258801,카카오,현금배당금총액(백만원),,"10,053","10,053","10,006"
5,20190401005013,Y,00258801,카카오,주식배당금총액(백만원),,-,-,-
6,20190401005013,Y,00258801,카카오,(연결)현금배당성향(%),,21.00,21.00,17.30
7,20190401005013,Y,00258801,카카오,현금배당수익률(%),보통주,0.10,0.10,0.20
8,20190401005013,Y,00258801,카카오,현금배당수익률(%),,-,-,-
9,20190401005013,Y,00258801,카카오,주식배당수익률(%),보통주,-,-,-
10,20190401005013,Y,00258801,카카오,주식배당수익률(%),,-,-,-
11,20190401005013,Y,00258801,카카오,주당 현금배당금(원),보통주,127,127,148
12,20190401005013,Y,00258801,카카오,주당 현금배당금(원),,-,-,-
13,20190401005013,Y,00258801,카카오,주당 주식배당(주),보통주,-,-,-
14,20190401005013,Y,00258801,카카오,주당 주식배당(주),,-,-,-
0,20200330004659,Y,00258801,카카오,주당액면가액(원),,500,500,500
1,20200330004659,Y,00258801,카카오,(연결)당기순이익(백만원),,"-301,003","-301,003","108,597"
2,20200330004659,Y,00258801,카카오,(별도)당기순이익(백만원),,"-259,706","-259,706","217,554"
3,20200330004659,Y,00258801,카카오,(연결)주당순이익(원),,"-3,776","-3,776","1,602"
4,20200330004659,Y,00258801,카카오,현금배당금총액(백만원),,"10,413","10,413","10,050"
5,20200330004659,Y,00258801,카카오,주식배당금총액(백만원),,-,-,-
6,20200330004659,Y,00258801,카카오,(연결)현금배당성향(%),,0.00,0.00,9.30
7,20200330004659,Y,00258801,카카오,현금배당수익률(%),보통주,0.10,0.10,0.10
8,20200330004659,Y,00258801,카카오,현금배당수익률(%),,-,-,-
9,20200330004659,Y,00258801,카카오,주식배당수익률(%),보통주,-,-,-
10,20200330004659,Y,00258801,카카오,주식배당수익률(%),,-,-,-
11,20200330004659,Y,00258801,카카오,주당 현금배당금(원),보통주,127,127,148
12,20200330004659,Y,00258801,카카오,주당 현금배당금(원),,-,-,-
13,20200330004659,Y,00258801,카카오,주당 주식배당(주),보통주,-,-,-
14,20200330004659,Y,00258801,카카오,주당 주식배당(주),,-,-,-
0,20210318001373,Y,00258801,카카오,주당액면가액(원),,500,500,500
1,20210318001373,Y,00258801,카카오,(연결)당기순이익(백만원),,"155,624","155,624","47,886"
2,20210318001373,Y,00258801,카카오,(별도)당기순이익(백만원),,"-117,879","-117,879","90,230"
3,20210318001373,Y,00258801,카카오,(연결)주당순이익(원),,"1,838","1,838",623
4,20210318001373,Y,00258801,카카오,현금배당금총액(백만원),,"12,902","12,902","10,053"
5,20210318001373,Y,00258801,카카오,주식배당금총액(백만원),,-,-,-
6,20210318001373,Y,00258801,카카오,(연결)현금배당성향(%),,8.30,8.30,21.00
7,20210318001373,Y,00258801,카카오,현금배당수익률(%),보통주,0.00,0.00,0.10
8,20210318001373,Y,00258801,카카오,현금배당수익률(%),,-,-,-
9,20210318001373,Y,00258801,카카오,주식배당수익률(%),보통주,-,-,-
10,20210318001373,Y,00258801,카카오,주식배당수익률(%),,-,-,-
11,20210318001373,Y,00258801,카카오,주당 현금배당금(원),보통주,150,150,127
12,20210318001373,Y,00258801,카카오,주당 현금배당금(원),,-,-,-
13,20210318001373,Y,00258801,카카오,주당 주식배당(주),보통주,-,-,-
14,20210318001373,Y,00258801,카카오,주당 주식배당(주),,-,-,-
