,접수번호,법인구분,고유번호,법인명,취득방법 대분류,취득방법 중분류,취득방법 소분류,주식 종류,기초 수량,변동 수량 취득,변동 수량 처분,변동 수량 소각,기말 수량,비고
14,20180615000111,Y,00164779,SK하이닉스,,,,우선주,,,,,,
0,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
1,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
2,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
3,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
4,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
5,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
6,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
7,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
8,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
9,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
10,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
11,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
12,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
13,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
14,20190404002329,Y,00164779,SK하이닉스,,,,,,,,,,
0,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
1,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
2,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
3,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
4,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
5,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
6,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
7,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
8,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
9,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
10,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
11,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
12,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
13,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
14,20200330004441,Y,00164779,SK하이닉스,,,,,,,,,,
0,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
1,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
2,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
3,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
4,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
5,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
6,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
7,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
8,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
9,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
10,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
11,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
12,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
13,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
14,20210330000776,Y,00164779,SK하이닉스,,,,,,,,,,
