"BLCK_CD(블록_코드)","ADSTRD_CD(행정동_코드)"
"153850","11710610"
"153851","11710610"
"153852","11710610"
"153853","11710610"
"153854","11710610"
"153855","11710610"
"153856","11710610"
"153857","11710610"
"153858","11710610"
"153859","11710610"
"15386","11500550"
"153861","11710610"
"153862","11710610"
"153863","11710610"
"153864","11710610"
"153865","11710610"
"153866","11710632"
"153867","11710610"
"153868","11710610"
"153869","11710610"
"15387","11500570"
"153870","11710610"
"153871","11710610"
"153872","11710610"
"153873","11710610"
"153874","11710610"
"153875","11710610"
"153876","11710610"
"153877","11710610"
"153878","11710610"
"153879","11710610"
"153880","11710610"
"153881","11710610"
"153884","11710610"
"153885","11710610"
"153886","11710610"
"153887","11710610"
"153888","11710610"
"153889","11710610"
"15389","11500570"
"153890","11710610"
"153891","11710610"
"153892","11710610"
"153893","11710610"
"153894","11710610"
"153895","11710610"
"153896","11710610"
"153897","11710610"
"153898","11710610"
"153899","11710610"
"15390","11500570"
"153900","11710610"
"153901","11710610"
"153902","11710610"
"153903","11710610"
"153904","11710610"
"153908","11710610"
"153909","11710610"
"15391","11500570"
"153910","11710610"
"153911","11710610"
"153912","11710610"
"153913","11710610"
"153914","11710610"
"153915","11710610"
"153916","11710610"
"153917","11710610"
"153918","11710610"
"153919","11710632"
"15392","11500570"
"153920","11710610"
"153921","11710610"
"153922","11710610"
"153923","11710610"
"153924","11710610"
"153925","11710610"
"153926","11710610"
"153927","11710610"
"153929","11710610"
"15393","11500570"
"153930","11710610"
"153931","11710610"
"153932","11710610"
"153933","11710610"
"153934","11710610"
"153935","11710610"
"153936","11710632"
"153937","11710610"
"153938","11710610"
"153939","11710610"
"15394","11500570"
"153940","11710610"
"153941","11710610"
"153942","11710610"
"153943","11710610"
"153944","11710610"
"153945","11710610"
"153946","11710610"
"153947","11710610"
"153950","11710610"
"153951","11710610"
"153952","11710610"
"153953","11710610"
"153954","11710610"
"153955","11710610"
"153956","11710610"
"153957","11710610"
"153958","11710610"
"153959","11710610"
"15396","11500570"
"153960","11710610"
"153961","11710610"
"153962","11710610"
"153963","11710610"
"153964","11710610"
"153965","11710610"
"153966","11710610"
"153967","11710610"
"15397","11500570"
"153970","11710610"
"153972","11710610"
"153973","11710610"
"153975","11710620"
"153976","11710620"
"153977","11710620"
"153978","11710620"
"153979","11710620"
"15398","11500570"
"153980","11710620"
"153981","11710620"
"153982","11710620"
"153983","11710620"
"153984","11710632"
"153985","11710632"
"153986","11710632"
"153987","11710631"
"153988","11710632"
"153989","11710632"
"15399","11500570"
"153992","11710632"
"153993","11710632"
"153994","11710632"
"153995","11710632"
"153996","11710632"
"153997","11710632"
"153998","11710632"
"153999","11710632"
"15400","11500570"
"154000","11710632"
"154001","11710632"
"154002","11710632"
"154003","11710632"
"154004","11710632"
"154005","11710632"
"154006","11710632"
"154007","11710632"
"154008","11710632"
"154009","11710632"
"15401","11500570"
"154010","11710632"
"154011","11710632"
"154012","11710632"
"154013","11710620"
"154014","11710620"
"154015","11710620"
"154016","11710631"
"154018","11710631"
"154019","11710631"
"15402","11500570"
"154020","11710631"
"154021","11710631"
"154022","11710631"
"154023","11710631"
"154024","11710641"
"154025","11710641"
"154029","11710631"
"15403","11500570"
"154030","11710631"
"154031","11710631"
"154032","11710631"
"154033","11710631"
"154034","11710631"
"154035","11710631"
"154036","11710631"
"154037","11710631"
"154038","11710631"
"15404","11500570"
"154041","11710631"
"154042","11710631"
"154043","11710631"
"154044","11710631"
"154045","11710631"
"154047","11710631"
"154048","11710631"
"15405","11500570"
"154051","11710641"
"154052","11710641"
"154053","11710641"
"154054","11710641"
"154055","11710641"
"154056","11710641"
"154057","11710641"
"154058","11710641"
"15406","11500570"
"154062","11710641"
"154063","11710641"
"154064","11710641"
"154065","11710641"
"154066","11710641"
"154067","11710641"
"154068","11710632"
"154069","11710641"
"15407","11500570"
"154070","11710620"
"154072","11710641"
"154073","11710641"
"154074","11710641"
"154075","11710641"
"154076","11710641"
"15408","11500570"
"154081","11710641"
"154082","11710641"
"154083","11710641"
"154084","11710641"
"154085","11710641"
"154086","11710641"
"154087","11710641"
"154088","11710641"
"15409","11500570"
"154090","11710641"
"154091","11710641"
"154093","11710641"
"154094","11710641"
"154095","11710641"
"154096","11710641"
"154097","11710641"
"154098","11710641"
"15410","11500570"
"154100","11710641"
"154101","11710641"
"154103","11710641"
"154104","11710641"
"154105","11710620"
"154106","11710620"
"154107","11710620"
"154108","11710620"
"15411","11500570"
"154110","11710620"
"154111","11710620"
"154112","11710620"
"154113","11710620"
"154115","11710620"
"154116","11710620"
"154117","11710620"
"154118","11710620"
"154119","11710620"
"15412","11500570"
"154120","11710620"
"154121","11710620"
"154122","11710620"
"154123","11710620"
"154124","11710632"
"154125","11710632"
"154126","11710632"
"154127","11710632"
"154128","11710632"
"154129","11710632"
"15413","11500570"
"154130","11710632"
"154131","11710632"
"154132","11710632"
"154133","11710632"
"154134","11710632"
"154135","11710632"
"154136","11710632"
"154137","11710632"
"154138","11710632"
"154139","11710632"
"15414","11500570"
"154140","11710632"
"154141","11710632"
"154142","11710632"
"154143","11710632"
"154144","11710632"
"154145","11710632"
"154146","11710632"
"154147","11710632"
"154148","11710632"
"154149","11470650"
"15415","11500570"
"154150","11710632"
"154151","11710632"
"154152","11710632"
"154153","11710632"
"154154","11710632"
"154155","11710632"
"154156","11710632"
"154157","11710632"
"154158","11710632"
"154159","11710632"
"15416","11500570"
"154160","11710632"
"154161","11710632"
"154162","11710632"
"154163","11710632"
"154164","11710632"
"154165","11710632"
"154166","11710632"
"154167","11710632"
"154168","11710632"
"154169","11710632"
"15417","11500570"
"154171","11710632"
"154172","11710632"
"154173","11710632"
"154174","11710632"
"154175","11710632"
"154176","11710632"
"154177","11710632"
"154178","11710632"
"154179","11710632"
"154180","11710632"
"154181","11710632"
"154182","11710632"
"154183","11710632"
"154184","11710632"
"154185","11710632"
"154186","11710620"
"154187","11710620"
"154188","11710620"
"154189","11710620"
"154190","11710620"
"154191","11710620"
"154192","11710650"
"154193","11710620"
"154196","11710620"
"154197","11710620"
"154198","11710620"
"154199","11710620"
"154200","11710620"
"154201","11710620"
"154202","11710620"
"154203","11710620"
"154204","11710620"
"154205","11710620"
"154206","11710620"
"154207","11710620"
"154208","11710620"
"154209","11710620"
"15421","11500570"
"154210","11710620"
"154211","11710620"
"154212","11710620"
"154213","11710620"
"154214","11710620"
"154216","11710620"
"154217","11710620"
"154218","11710620"
"154219","11710620"
"15422","11500570"
"154220","11710620"
"154221","11710620"
"154222","11710642"
"154223","11710620"
"154224","11710620"
"154225","11710620"
"154226","11710620"
"154227","11710620"
"154228","11710620"
"154229","11710620"
"15423","11500570"
"154230","11710620"
"154232","11710620"
"154233","11710620"
"154234","11710620"
"154235","11710620"
"154236","11710620"
"154237","11710620"
"154238","11710620"
"154239","11710620"
"15424","11500570"
"154240","11710620"
"154241","11710620"
"154242","11710620"
"154243","11710620"
"154244","11710631"
"154245","11710620"
"154246","11710620"
"154247","11710620"
"154248","11710620"
"154249","11710620"
"15425","11500570"
"154250","11710620"
"154251","11710620"
"154252","11710620"
"154253","11710631"
"154254","11710620"
"154255","11710631"
"154256","11710631"
"154257","11710631"
"154258","11710631"
"154259","11710631"
"15426","11500570"
"154260","11710631"
"154261","11710631"
"154262","11710631"
"154263","11710631"
"154264","11710631"
"154265","11710631"
"154266","11710631"
"154267","11710631"
"154268","11710631"
"154269","11710631"
"15427","11500570"
"154270","11710631"
"154271","11710631"
"154272","11710631"
"154273","11710631"
"154274","11710631"
"154275","11710631"
"154276","11710631"
"154277","11710631"
"154279","11380551"
"15428","11500570"
"154280","11710631"
"154281","11710631"
"154282","11710631"
"154283","11710631"
"154284","11710631"
"154285","11710631"
"154286","11710631"
"154287","11710631"
"154288","11710631"
"154289","11710631"
"15429","11500570"
"154290","11710631"
"154291","11710641"
"154294","11710631"
"154295","11710631"
"154296","11710631"
"154297","11710631"
"154298","11710631"
"154299","11710631"
"15430","11500570"
"154300","11710631"
"154301","11710631"
"154302","11710631"
"154303","11710631"
"154304","11710631"
"154305","11710631"
"154306","11710631"
"154307","11710631"
"154308","11710631"
"154309","11710631"
"15431","11500570"
"154310","11710631"
"154311","11710631"
"154312","11710641"
"154313","11710631"
"154315","11710631"
"154316","11710631"
"154319","11710710"
"15432","11500570"
"154320","11710641"
"154321","11710641"
"154322","11710631"
"154323","11710631"
"154324","11710631"
"154325","11710631"
"154328","11710631"
"154329","11710631"
"15433","11500570"
"154330","11710631"
"154331","11710641"
"154332","11710631"
"154333","11710631"
"154334","11710631"
"154335","11710631"
"154336","11710631"
"154337","11710631"
"154338","11710631"
"154339","11710631"
"15434","11500570"
"154340","11710631"
"154341","11710631"
"154342","11710631"
"154343","11710641"
"154344","11710641"
"154345","11710641"
"154346","11710641"
"154347","11710641"
"154348","11710641"
"154349","11710641"
"154350","11710641"
"154351","11710641"
"154352","11710641"
"154353","11710641"
"154354","11710641"
"154356","11710641"
"154357","11710641"
"154358","11710641"
"154359","11710641"
"15436","11320514"
"154360","11710641"
"154361","11710641"
"154362","11710641"
"154363","11710641"
"154364","11710641"
"154365","11710641"
"154366","11710641"
"154367","11710641"
"154368","11710641"
"154369","11710641"
"15437","11500570"
"154370","11710642"
"154374","11710641"
"154375","11710641"
"154376","11710641"
"154377","11710641"
"154378","11710641"
"154379","11710641"
"15438","11500570"
"154380","11710641"
"154381","11710641"
"154382","11710641"
"154384","11710641"
"154385","11710641"
"154389","11710641"
"15439","11500570"
"154390","11710641"
"154391","11710641"
"154392","11710641"
"154393","11710641"
"154394","11710641"
"154395","11710641"
"154396","11710641"
"154397","11710641"
"154398","11710641"
"154399","11710641"
"15440","11230660"
"154400","11710641"
"154401","11710641"
"154402","11710642"
"154403","11710641"
"154404","11710641"
"154405","11710641"
"154406","11710641"
"154407","11710641"
"154410","11710641"
"154411","11710641"
"154412","11710641"
"154413","11710641"
"154414","11710642"
"154415","11710642"
"154416","11710642"
"154417","11710642"
"154418","11710642"
"154419","11710642"
"15442","11500570"
"154420","11710642"
"154421","11710642"
"154422","11710642"
"154423","11710642"
"154424","11710642"
"154425","11710642"
"154426","11710642"
"154427","11710642"
"154428","11710642"
"15443","11500570"
"154430","11710642"
"154431","11710642"
"154432","11710642"
"154433","11710646"
"154435","11710642"
"154437","11710642"
"154438","11710642"
"154439","11710642"
"15444","11500591"
"154440","11710642"
"154441","11710642"
"154442","11710642"
"154443","11710642"
"154444","11710642"
"154445","11710642"
"154446","11710642"
"154447","11710642"
"154448","11710642"
"154449","11710646"
"15445","11500591"
"154451","11710642"
"154452","11710642"
"154453","11710642"
"154454","11710642"
"154455","11710642"
"154456","11710642"
"154457","11710642"
"154458","11710642"
"154459","11710642"
"15446","11500591"
"154460","11710642"
"154461","11710642"
"154462","11710642"
"154463","11710642"
"154464","11710642"
"154467","11710642"
"154468","11710642"
"154469","11710642"
"154470","11710642"
"154471","11710642"
"154472","11710642"
"154473","11710642"
"154474","11710642"
"154476","11710646"
"15448","11500591"
"154483","11710642"
"154484","11710642"
"154485","11710646"
"154487","11710642"
"15449","11500591"
"154490","11710642"
"154491","11710531"
"154492","11710646"
"154494","11710646"
"154495","11710646"
"154496","11710646"
"154497","11710646"
"154498","11710646"
"154499","11710646"
"15450","11500591"
"154502","11710646"
"154503","11710646"
"154505","11710646"
"154508","11710646"
"154509","11710646"
"15451","11500591"
"154510","11710646"
"154511","11710646"
"154512","11710646"
"154513","11710646"
"154514","11710646"
"154515","11710646"
"154516","11710646"
"154517","11710646"
"154518","11710646"
"154519","11710646"
"15452","11500591"
"154520","11710646"
"154521","11710646"
"154522","11710646"
"154523","11710646"
"154524","11710646"
"154525","11710646"
"154526","11710646"
"154527","11710646"
"154528","11710646"
"154529","11710646"
"154530","11710646"
"154531","11710646"
"154532","11710646"
"154533","11710646"
"154534","11710646"
"154536","11710646"
"154537","11710646"
"154538","11710646"
"154539","11710646"
"15454","11500591"
"154542","11710646"
"154543","11710646"
"154544","11710646"
"154545","11710646"
"154546","11710646"
"154547","11710646"
"154548","11710646"
"15455","11500591"
"154550","11710720"
"154551","11710646"
"154552","11710646"
"154553","11710646"
"154555","11710646"
"154556","11710646"
"154557","11710646"
"154558","11710646"
"154559","11710646"
"15456","11500591"
"154561","11710646"
"154562","11710646"
"154563","11710646"
"154567","11710646"
"154568","11710646"
"154569","11710646"
"15457","11500591"
"154570","11710646"
"15458","11500591"
"154580","11710646"
"154594","11740690"
"154595","11710670"
"154596","11740690"
"154600","11740690"
"154613","11740690"
"154614","11740690"
"154615","11740690"
"154616","11740690"
"154617","11740690"
"154618","11740690"
"154619","11740690"
"154620","11740690"
"154621","11740690"
"15465","11500591"
"15466","11500591"
"15467","11500591"
"15468","11500591"
"15469","11500591"
"15470","11500591"
"15471","11500591"
"15472","11500591"
"154727","11710720"
"154729","11710646"
"15473","11500591"
"15474","11500591"
"154743","11710720"
"15475","11500591"
"15476","11500591"
"15477","11500591"
"154770","11710670"
"154774","11710720"
"154775","11710720"
"154776","11710720"
"154777","11710720"
"154779","11710720"
"15478","11500591"
"154780","11710720"
"154781","11710720"
"154782","11710720"
"154783","11710720"
"154784","11710720"
"154785","11710720"
"154786","11710720"
"154787","11710720"
"154788","11710720"
"154789","11710720"
"154790","11710720"
"154791","11710720"
"154792","11710720"
"154793","11710720"
"154794","11710720"
"154795","11710720"
"154796","11710720"
"154797","11710720"
"154798","11710720"
"15480","11500591"
"154800","11710670"
"154801","11710670"
"154803","11710646"
"154804","11710670"
"154805","11710670"
"154806","11710670"
"154807","11710670"
"154808","11710670"
"15481","11500591"
"154810","11710670"
"154811","11710670"
"154812","11710670"
"154814","11710670"
"154816","11710670"
"154817","11710670"
"154818","11710670"
"154819","11710670"
"15482","11500591"
"154822","11710670"
"154823","11710670"
"154824","11710670"
"154825","11710670"
"154826","11710670"
"154827","11710670"
"154829","11710670"
"15483","11500591"
"154830","11710670"
"154836","11470650"
"154837","11710646"
"154838","11710646"
"15484","11500591"
"154840","11710646"
"154841","11710646"
"154842","11710646"
"154845","11710646"
"154846","11710646"
"15485","11500591"
"154850","11710646"
"154851","11710650"
"154852","11710710"
"154856","11710646"
"154857","11710646"
"154858","11710646"
"154859","11710646"
"15486","11500591"
"154860","11710646"
"154862","11710646"
"154863","11710646"
"154864","11710646"
"154866","11710646"
"154868","11710646"
"15487","11500591"
"154870","11470610"
"154877","11710710"
"154878","11710710"
"154879","11710710"
"154881","11710650"
"154882","11710710"
"154883","11710650"
"154884","11710720"
"154885","11710720"
"154886","11710720"
"154887","11710720"
"154888","11710720"
"154890","11710650"
"154891","11710650"
"154892","11710720"
"154893","11710720"
"154894","11710720"
"154895","11710720"
"154896","11710720"
"154897","11710720"
"154898","11710720"
"154899","11710720"
"154900","11710720"
"154901","11710720"
"154902","11710720"
"154903","11710720"
"154904","11710720"
"154905","11710670"
"154906","11710650"
"154907","11710650"
"154908","11710650"
"154909","11710650"
"154910","11710650"
"154911","11710650"
"154912","11710650"
"154913","11710650"
"154914","11710650"
"154915","11710650"
"154916","11710650"
"154917","11710650"
"154918","11710650"
"154919","11710650"
"15492","11500591"
"154922","11710650"
"154923","11710650"
"154924","11710650"
"154925","11710650"
"154926","11710650"
"154927","11710650"
"154928","11710650"
"154929","11710650"
"15493","11500591"
"154930","11710650"
"154931","11710650"
"154932","11710650"
"154933","11710650"
"154934","11710650"
"154936","11710650"
"154937","11710650"
"154938","11710650"
"154939","11710650"
"15494","11500591"
"154940","11710650"
"154941","11710650"
"154942","11710650"
"154943","11710650"
"154944","11710650"
"154945","11710650"
"154946","11710650"
"154947","11710650"
"154948","11710650"
"154949","11710650"
"15495","11500591"
"154950","11710650"
"154951","11710650"
"154952","11710650"
"154953","11710650"
"154954","11710650"
"154955","11710650"
"15496","11500591"
"154962","11710650"
"154963","11710650"
"154964","11710650"
"154965","11710650"
"154966","11710650"
"154967","11710650"
"154968","11710650"
"154969","11740560"
"15497","11500591"
"154972","11710650"
"154973","11710650"
"154974","11710650"
"154975","11710650"
"154976","11710650"
"154977","11710650"
"154978","11710650"
"154979","11710650"
"15498","11500591"
"154980","11710650"
"154981","11710650"
"154982","11710650"
"154983","11710650"
"154984","11710650"
"154986","11710650"
"154987","11710650"
"154988","11710650"
"15499","11500591"
"154990","11710650"
"154991","11710650"
"154992","11710650"
"154993","11710650"
"154994","11710650"
"154995","11710650"
"154996","11710650"
"154997","11710650"
"154998","11710650"
"154999","11710650"
"15500","11500591"
"155000","11710650"
"155001","11710650"
"155002","11710650"
"155003","11710650"
"155004","11710650"
"155005","11710650"
"155006","11710650"
"155007","11710650"
"155008","11710650"
"15501","11500591"
"155011","11710650"
"155012","11710650"
"155013","11710690"
"155015","11710690"
"155016","11710690"
"155018","11710690"
"15502","11500591"
"155020","11710690"
"155023","11710690"
"155024","11710690"
"155025","11710690"
"155026","11710690"
"155027","11710690"
"155028","11710690"
"155029","11710690"
"15503","11500591"
"155030","11710690"
"155032","11740700"
"155034","11710690"
"155035","11710690"
"155036","11710690"
"155037","11710690"
"155038","11710690"
"155039","11710690"
"155041","11710690"
"155042","11710690"
"155044","11710690"
"155045","11710690"
"155046","11710690"
"155049","11710690"
"15505","11500591"
"155050","11710690"
"155051","11710690"
"155052","11710690"
"155053","11710690"
"155054","11710690"
"155055","11740560"
"155056","11740560"
"155057","11740560"
"155058","11740560"
"155059","11740560"
"15506","11500591"
"155063","11740560"
"155064","11740560"
"155065","11740560"
"155066","11740560"
"155067","11740560"
"155068","11740560"
"155069","11740560"
"15507","11500591"
"155070","11740560"
"155071","11740560"
"155072","11740580"
"155073","11740520"
"155074","11740580"
"155075","11740700"
"155076","11740700"
"155077","11740700"
"155078","11740700"
"155079","11740700"
"15508","11500591"
"155080","11740700"
"155081","11740700"
"155082","11740700"
"155083","11740700"
"155084","11740700"
"155085","11740700"
"155086","11740700"
"155087","11740700"
"155088","11740700"
"155089","11740700"
"15509","11500591"
"155091","11740700"
"155092","11740700"
"155093","11740700"
"155094","11740700"
"155095","11740700"
"155096","11740700"
"155097","11740700"
"155098","11740700"
"155100","11740700"
"155101","11740610"
"155103","11740610"
"155104","11740610"
"155105","11740610"
"155106","11740610"
"155107","11740610"
"155108","11740610"
"155109","11740610"
"155110","11740610"
"155111","11740610"
"155112","11740610"
"155113","11710690"
"155114","11710690"
"155115","11710690"
"155121","11710690"
"155122","11710690"
"155123","11740700"
"155124","11710690"
"155125","11710690"
"155127","11710670"
"155128","11710670"
"155129","11710670"
"15513","11500591"
"155131","11710670"
"155147","11710670"
"15515","11500591"
"155150","11710670"
"155154","11710670"
"155157","11710670"
"15516","11500591"
"15517","11500591"
"155171","11710670"
"155172","11710670"
"155173","11710670"
"155175","11710670"
"155176","11710670"
"155177","11710670"
"155178","11710670"
"155179","11710670"
"155184","11710670"
"155185","11710670"
"155186","11710670"
"155187","11710670"
"155189","11710670"
"15519","11500591"
"155190","11710670"
"155191","11740530"
"155192","11740530"
"155193","11740530"
"155194","11740530"
"155195","11740530"
"155196","11740530"
"155197","11740530"
"155198","11740530"
"15520","11500591"
"155201","11740530"
"155202","11740530"
"155203","11740530"
"155204","11740530"
"155205","11740530"
"155206","11740530"
"155207","11740530"
"155209","11740560"
"15521","11500591"
"155210","11740560"
"155211","11740560"
"155212","11740560"
"155213","11740560"
"155214","11740560"
"155215","11740560"
"155216","11740560"
"155217","11740560"
"155218","11740560"
"155219","11740560"
"15522","11500591"
"155220","11740560"
"155222","11740560"
"155223","11740560"
"155224","11740560"
"155225","11740560"
"155226","11740560"
"155227","11740560"
"155228","11740560"
"155229","11740560"
"15523","11500591"
"155230","11740560"
"155231","11740560"
"155232","11740560"
"155233","11740560"
"155234","11740560"
"155235","11740610"
"155236","11740610"
"155237","11740610"
"155238","11740610"
"155239","11740610"
"15524","11500591"
"155240","11740610"
"155241","11740610"
"155242","11740610"
"155247","11740610"
"155248","11740610"
"155249","11740610"
"15525","11500591"
"155250","11740610"
"155251","11740610"
"155252","11740610"
"155253","11740610"
"155254","11740610"
"155256","11740610"
"155257","11740610"
"15527","11500591"
"155273","11710670"
"15528","11500591"
"155286","11710670"
"15529","11500591"
"155297","11710670"
"155298","11710670"
"15530","11500591"
"155302","11710670"
"155303","11710670"
"155304","11710670"
"155305","11710670"
"155306","11710670"
"15531","11500591"
"155313","11710670"
"155315","11710670"
"155316","11710670"
"155317","11710670"
"155319","11710670"
"15532","11500591"
"155320","11710670"
"155321","11710670"
"155322","11710670"
"155323","11710670"
"155324","11710670"
"155326","11710670"
"155327","11710670"
"155328","11710670"
"155329","11710680"
"15533","11500591"
"155330","11710670"
"155331","11710670"
"155332","11710670"
"155333","11710670"
"155334","11710670"
"155335","11710680"
"155336","11710670"
"155338","11710670"
"155339","11710670"
"15534","11500591"
"155340","11710670"
"155341","11710670"
"155342","11710670"
"155343","11710670"
"155344","11710670"
"155345","11710670"
"155346","11710670"
"155347","11710670"
"155348","11710670"
"155349","11710670"
"15535","11500591"
"155350","11710670"
"155351","11710670"
"155352","11710670"
"155353","11710670"
"155354","11710670"
"155355","11710670"
"155356","11710670"
"155357","11710670"
"155358","11710670"
"155359","11710680"
"15536","11470510"
"155360","11710680"
"155361","11710680"
"155362","11710680"
"155363","11710680"
"155364","11710680"
"155365","11710680"
"155366","11710680"
"15537","11500591"
"155370","11710680"
"155371","11710680"
"155373","11710680"
"155374","11710680"
"155375","11710680"
"155376","11710680"
"155377","11710680"
"155378","11710680"
"155379","11710680"
"15538","11500591"
"155380","11710680"
"155381","11710680"
"155382","11710680"
"155383","11710680"
"155386","11710680"
"155387","11710680"
"155388","11710680"
"155389","11710680"
"15539","11500591"
"155390","11710680"
"155391","11710680"
"155392","11710680"
"155393","11710680"
"155394","11710680"
"155395","11710680"
"155396","11710680"
"155397","11710680"
"15540","11500591"
"155400","11710680"
"155402","11710680"
"155403","11710680"
"155404","11710680"
"155405","11710680"
"155406","11710680"
"155407","11710680"
"155408","11710680"
"155409","11710680"
"15541","11500591"
"155410","11710680"
"155411","11710680"
"155413","11710680"
"155415","11710680"
"155416","11710680"
"155418","11710680"
"155419","11710680"
"15542","11500591"
"155420","11710680"
"155421","11710680"
"155423","11710680"
"155425","11710680"
"155427","11710680"
"15543","11500591"
"155430","11710680"
"155432","11710680"
"155433","11710680"
"155435","11710680"
"155436","11710680"
"155437","11710680"
"155438","11710680"
"155439","11710680"
"15544","11500591"
"155440","11710680"
"155441","11710680"
"155443","11710680"
"155444","11710680"
"155445","11710680"
"155446","11710680"
"155447","11710680"
"155448","11710680"
"155449","11710680"
"15545","11500591"
"155450","11710680"
"155451","11710680"
"155452","11710680"
"155453","11710680"
"155454","11710680"
"155455","11710680"
"155457","11710680"
"155458","11710680"
"15546","11500591"
"155460","11710680"
"155461","11710680"
"155463","11740515"
"155466","11710680"
"155468","11710680"
"155469","11710680"
"15547","11500591"
"155470","11710680"
"155472","11710680"
"155475","11710680"
"155476","11710680"
"155477","11710680"
"15548","11500591"
"155482","11710680"
"155488","11740515"
"15549","11500591"
"155494","11740530"
"15550","11500591"
"15551","11500591"
"155513","11740515"
"15552","11530750"
"155521","11740515"
"15553","11500591"
"155530","11740515"
"155534","11740515"
"155536","11740515"
"155538","11740515"
"15554","11500591"
"155546","11740515"
"155549","11740515"
"15555","11530550"
"155551","11740515"
"155552","11740520"
"155554","11740515"
"155556","11740515"
"155557","11740515"
"155561","11740515"
"155564","11740515"
"155572","11740515"
"155573","11740515"
"155574","11740515"
"155575","11740515"
"155576","11740515"
"155578","11740515"
"155580","11740515"
"155581","11740515"
"155582","11740515"
"155586","11740515"
"155587","11740515"
"155588","11740515"
"155589","11740515"
"155590","11740515"
"155591","11740515"
"155592","11740515"
"155593","11740530"
"155594","11740515"
"155595","11740515"
"155596","11740515"
"155597","11740515"
"155598","11740515"
"155599","11740515"
"15560","11500591"
"155600","11740560"
"155601","11740515"
"155602","11740520"
"155603","11740515"
"155604","11380650"
"155609","11740560"
"15561","11500591"
"155613","11740520"
"155614","11740515"
"155615","11740530"
"155617","11740515"
"155618","11740520"
"155619","11740520"
"15562","11500591"
"155620","11740520"
"155621","11740520"
"155622","11740560"
"155623","11740560"
"155624","11740560"
"155625","11740530"
"155627","11740560"
"155628","11740560"
"155629","11740540"
"15563","11500591"
"155630","11740560"
"155631","11740560"
"155632","11740560"
"155633","11740560"
"155634","11740560"
"155635","11740560"
"155636","11740560"
"155637","11740560"
"155638","11740560"
"155639","11740560"
"15564","11500591"
"155640","11740530"
"155641","11740530"
"155642","11740530"
"155643","11740530"
"155644","11740530"
"155645","11740530"
"155646","11740530"
"155647","11740530"
"15565","11500591"
"155650","11740530"
"155651","11740530"
"155652","11740530"
"155653","11740530"
"155654","11740530"
"155655","11740530"
"155656","11740530"
"155657","11740530"
"155658","11740530"
"155659","11740530"
"15566","11500591"
"155660","11740530"
"155661","11740530"
"155662","11740530"
"155663","11740530"
"155664","11740530"
"155668","11740530"
"155669","11740530"
"15567","11500591"
"155671","11740530"
"155672","11740530"
"15568","11500591"
"155680","11740530"
"155681","11740530"
"155682","11740530"
"155683","11740530"
"155684","11740530"
"155685","11740530"
"155686","11740530"
"155688","11740530"
"155689","11740530"
"15569","11530750"
"155690","11740530"
"155691","11740530"
"155692","11740530"
"155697","11740530"
"155698","11740530"
"155699","11740530"
"15570","11530750"
"155700","11740530"
"155701","11740530"
"155702","11740530"
"155703","11740530"
"155705","11740540"
"155706","11740540"
"155707","11740540"
"155708","11740540"
"155709","11740540"
"15571","11530750"
"155710","11740540"
"155711","11740520"
"155712","11740520"
"155713","11740520"
"155716","11110690"
"15572","11530750"
"155720","11230536"
"155722","11740520"
"155723","11740520"
"155724","11740520"
"155725","11740520"
"155728","11740520"
"155729","11740520"
"155738","11740520"
"15574","11530550"
"155740","11110515"
"155741","11110515"
"155744","11740520"
"155746","11740520"
"155747","11740520"
"155748","11740520"
"155749","11740520"
"155750","11740520"
"155752","11740520"
"155753","11740520"
"155754","11740520"
"155755","11740520"
"155756","11740520"
"155757","11740520"
"155758","11740520"
"155759","11740520"
"155760","11740520"
"155761","11740520"
"155762","11740520"
"155763","11740520"
"155764","11740520"
"155767","11740520"
"155768","11740520"
"155769","11740520"
"155770","11740520"
"155771","11740520"
"155772","11740520"
"155773","11740520"
"155774","11740520"
"155775","11740520"
"155776","11740520"
"155777","11740520"
"155778","11740520"
"155779","11740520"
"155780","11740520"
"155781","11740520"
"155782","11740520"
"155783","11740520"
"155784","11740520"
"155785","11740520"
"155786","11740520"
"155787","11740520"
"155789","11740520"
"155790","11740520"
"155791","11740520"
"155792","11740520"
"155793","11740520"
"155795","11740520"
"155796","11740520"
"155797","11740520"
"155798","11740520"
"155799","11740520"
"155800","11740520"
"155801","11740520"
"155802","11740520"
"155803","11740520"
"155804","11740520"
"155805","11740520"
"155807","11740520"
"155808","11740520"
"155809","11740520"
"155810","11740520"
"155811","11740520"
"155812","11740520"
"155813","11740520"
"155814","11740520"
"155815","11740520"
"155816","11740520"
"155817","11740520"
"155819","11740520"
"155820","11740520"
"155822","11740520"
"155823","11740520"
"155824","11740520"
"155825","11740520"
"155826","11740520"
"155827","11740520"
"155828","11740520"
"155829","11740520"
"155830","11740520"
"155833","11740520"
"155834","11740520"
"155835","11740520"
"155836","11740520"
"155837","11740520"
"155838","11740520"
"155839","11740520"
"155840","11740520"
"155841","11740520"
"155842","11740520"
"155843","11740520"
"155844","11740520"
"155845","11740520"
"155846","11740520"
"155847","11740520"
"155848","11740520"
"155851","11740520"
"155852","11740520"
"155853","11740520"
"155854","11740520"
"155855","11740520"
"155856","11740520"
"155857","11740520"
"155858","11740520"
"155859","11740520"
"155860","11740520"
"155861","11740520"
"155862","11740520"
"155863","11740520"
"155864","11740520"
