Date,High,Low,Open,Close,Volume,Adj Close
2000-01-04,555450.0,508200.0,518700.0,540750.0,441709.0,-240235.75
2000-01-05,523950.0,477750.0,507150.0,485100.0,353061.0,-215512.5
2000-01-06,499800.0,454650.0,493500.0,459900.0,310909.0,-204317.03125
2000-01-07,470400.0,436800.0,445200.0,455700.0,499628.0,-202451.09375
2000-01-10,468300.0,451500.0,462000.0,451500.0,382932.0,-200585.21875
2000-01-11,489300.0,459900.0,462000.0,468300.0,536613.0,-208048.875
2000-01-12,487200.0,457800.0,462000.0,474600.0,329356.0,-210847.734375
2000-01-13,494550.0,472500.0,483000.0,493500.0,532408.0,-219244.328125
2000-01-14,516600.0,474600.0,509250.0,478800.0,587523.0,-212713.65625
2000-01-17,536550.0,491400.0,497700.0,522900.0,975008.0,-232305.6875
2000-01-18,539700.0,505050.0,525000.0,525000.0,694337.0,-233238.609375
2000-01-19,537600.0,514500.0,525000.0,514500.0,634599.0,-228573.828125
2000-01-20,567000.0,500850.0,511350.0,567000.0,1155922.0,-251897.71875
2000-01-21,596400.0,554400.0,556500.0,558600.0,1487560.0,-248165.859375
2000-01-24,584850.0,562800.0,575400.0,567000.0,582556.0,-251897.71875
2000-01-25,562800.0,541800.0,556500.0,543900.0,497451.0,-241635.21875
2000-01-26,558600.0,541800.0,549150.0,555450.0,433723.0,-246766.46875
2000-01-27,562800.0,535500.0,556500.0,546000.0,428171.0,-242568.140625
2000-01-28,588000.0,541800.0,546000.0,581700.0,803937.0,-258428.375
2000-01-31,573300.0,552300.0,568050.0,554400.0,612623.0,-246300.0
2000-02-01,552300.0,514500.0,546000.0,514500.0,929803.0,-228573.828125
2000-02-02,514500.0,487200.0,513450.0,501900.0,769984.0,-222976.125
2000-02-03,506100.0,477750.0,495600.0,484050.0,756656.0,-215046.03125
2000-02-04,484050.0,484050.0,484050.0,484050.0,0.0,-215046.03125
2000-02-07,496650.0,468300.0,475650.0,483000.0,640018.0,-214579.546875
2000-02-08,509250.0,491400.0,497700.0,500850.0,541880.0,-222509.671875
2000-02-09,510300.0,487200.0,506100.0,491400.0,324604.0,-218311.34375
2000-02-10,500850.0,478800.0,483000.0,489300.0,405709.0,-217378.40625
2000-02-11,498750.0,464100.0,494550.0,468300.0,381418.0,-208048.875
2000-02-14,458850.0,436800.0,451500.0,438900.0,436423.0,-194987.453125
2000-02-15,455700.0,432600.0,447300.0,448350.0,405761.0,-199185.796875
2000-02-16,451500.0,417900.0,448350.0,438900.0,452685.0,-194987.453125
2000-02-17,430500.0,415800.0,420000.0,426300.0,507389.0,-189389.71875
2000-02-18,437850.0,421050.0,424200.0,426300.0,498342.0,-189389.71875
2000-02-21,415800.0,389550.0,413700.0,390600.0,447937.0,-173529.546875
2000-02-22,388500.0,362250.0,384300.0,367500.0,546818.0,-163267.015625
2000-02-23,414750.0,370650.0,386400.0,390600.0,548566.0,-173529.546875
2000-02-24,383250.0,365400.0,369600.0,370650.0,278380.0,-164666.453125
2000-02-25,381150.0,359100.0,370650.0,369600.0,298333.0,-164200.015625
2000-02-28,360150.0,327600.0,352800.0,327600.0,344637.0,-145540.890625
2000-02-29,375900.0,342300.0,354900.0,375900.0,584423.0,-166998.828125
2000-03-01,375900.0,375900.0,375900.0,375900.0,0.0,-166998.828125
2000-03-02,431550.0,431550.0,431550.0,431550.0,122128.0,-191722.125
2000-03-03,495600.0,458850.0,495600.0,495600.0,1321446.0,-220177.28125
2000-03-06,492450.0,459900.0,485100.0,466200.0,532428.0,-207115.921875
2000-03-07,483000.0,451500.0,462000.0,471450.0,318175.0,-209448.3125
2000-03-08,490350.0,451500.0,451500.0,484050.0,409675.0,-215046.03125
2000-03-09,493500.0,472500.0,485100.0,472500.0,297304.0,-209914.75
2000-03-10,487200.0,434700.0,483000.0,444150.0,271418.0,-197319.859375
2000-03-13,430500.0,391650.0,426300.0,396900.0,367237.0,-176328.4375
2000-03-14,432600.0,399000.0,405300.0,413700.0,351142.0,-183792.03125
2000-03-15,438900.0,394800.0,399000.0,431550.0,315547.0,-191722.125
2000-03-16,449400.0,414750.0,447300.0,422100.0,272666.0,-187523.84375
2000-03-17,446250.0,430500.0,434700.0,436800.0,262209.0,-194054.515625
2000-03-20,473550.0,453600.0,462000.0,466200.0,420261.0,-207115.921875
2000-03-21,480900.0,456750.0,468300.0,476700.0,389204.0,-211780.640625
2000-03-22,510300.0,476700.0,480900.0,504000.0,576875.0,-223909.0625
2000-03-23,534450.0,483000.0,514500.0,483000.0,615051.0,-214579.546875
2000-03-24,555450.0,487200.0,504000.0,530250.0,1051503.0,-235570.96875
2000-03-27,548100.0,508200.0,536550.0,525000.0,652870.0,-233238.609375
2000-03-28,561750.0,525000.0,535500.0,543900.0,723904.0,-241635.21875
2000-03-29,577500.0,535500.0,543900.0,560700.0,819194.0,-249098.890625
2000-03-30,554400.0,522900.0,554400.0,535500.0,513780.0,-237903.375
2000-03-31,546000.0,515550.0,515550.0,516600.0,374161.0,-229506.828125
2000-04-03,550200.0,521850.0,527100.0,533400.0,401956.0,-236970.5
2000-04-04,540750.0,506100.0,525000.0,520800.0,229161.0,-231372.71875
2000-04-05,520800.0,520800.0,520800.0,520800.0,0.0,-231372.71875
2000-04-06,535500.0,491400.0,532350.0,491400.0,331537.0,-218311.34375
2000-04-07,518700.0,499800.0,499800.0,513450.0,298213.0,-228107.390625
2000-04-10,530250.0,507150.0,516600.0,517650.0,289194.0,-229973.296875
2000-04-11,511350.0,496650.0,510300.0,504000.0,170076.0,-223909.0625
2000-04-12,516600.0,493500.0,504000.0,509250.0,196161.0,-226241.4375
2000-04-13,509250.0,509250.0,509250.0,509250.0,0.0,-226241.4375
2000-04-14,493500.0,462000.0,485100.0,474600.0,229342.0,-210847.734375
2000-04-17,429450.0,404250.0,406350.0,404250.0,350842.0,-179593.75
2000-04-18,463050.0,428400.0,459900.0,456750.0,513194.0,-202917.640625
2000-04-19,492450.0,452550.0,477750.0,468300.0,318385.0,-208048.875
2000-04-20,475650.0,455700.0,462000.0,462000.0,147876.0,-205250.0
2000-04-21,478800.0,451500.0,476700.0,451500.0,209995.0,-200585.21875
2000-04-24,457800.0,432600.0,441000.0,453600.0,252118.0,-201518.171875
2000-04-25,447300.0,434700.0,441000.0,439950.0,172528.0,-195453.984375
2000-04-26,456750.0,374850.0,451500.0,374850.0,1469346.0,-166532.390625
2000-04-27,357000.0,319200.0,346500.0,339150.0,1993407.0,-150672.125
2000-04-28,376950.0,346500.0,347550.0,369600.0,1105951.0,-164200.015625
2000-05-01,369600.0,369600.0,369600.0,369600.0,0.0,-164200.015625
2000-05-02,380100.0,349650.0,357000.0,365400.0,647104.0,-162334.078125
2000-05-03,380100.0,355950.0,363300.0,365400.0,473232.0,-162334.078125
2000-05-04,382200.0,361200.0,369600.0,367500.0,508261.0,-163267.015625
2000-05-05,367500.0,367500.0,367500.0,367500.0,0.0,-163267.015625
2000-05-08,386400.0,368550.0,375900.0,374850.0,421371.0,-166532.390625
2000-05-09,374850.0,374850.0,374850.0,374850.0,0.0,-166532.390625
2000-05-10,364350.0,357000.0,359100.0,359100.0,200275.0,-159535.203125
2000-05-11,359100.0,359100.0,359100.0,359100.0,0.0,-159535.203125
2000-05-12,363300.0,341250.0,359100.0,344400.0,211690.0,-153004.5625
2000-05-15,374850.0,348600.0,357000.0,351750.0,454618.0,-156269.859375
2000-05-16,368550.0,352800.0,354900.0,367500.0,297152.0,-163267.015625
2000-05-17,387450.0,362250.0,378000.0,369600.0,405813.0,-164200.015625
2000-05-18,366450.0,351750.0,354900.0,359100.0,190552.0,-159535.203125
2000-05-19,359100.0,347550.0,357000.0,357000.0,207437.0,-158602.234375
2000-05-22,355950.0,342300.0,350700.0,342300.0,157476.0,-152071.59375
2000-05-23,345450.0,327600.0,327600.0,337050.0,173071.0,-149739.21875
2000-05-24,346500.0,315000.0,327600.0,336000.0,261842.0,-149272.703125
2000-05-25,364350.0,340200.0,355950.0,353850.0,829413.0,-157202.8125
2000-05-26,344400.0,310800.0,340200.0,317100.0,393847.0,-140876.125
2000-05-29,310800.0,269850.0,276150.0,290850.0,706685.0,-129214.1875
2000-05-30,290850.0,290850.0,290850.0,290850.0,0.0,-129214.1875
2000-05-31,383250.0,347550.0,354900.0,369600.0,838032.0,-164200.015625
2000-06-01,394800.0,357000.0,369600.0,378000.0,565394.0,-167931.78125
2000-06-02,409500.0,384300.0,409500.0,390600.0,492266.0,-173529.546875
2000-06-05,414750.0,396900.0,407400.0,406350.0,425194.0,-180526.703125
2000-06-06,406350.0,406350.0,406350.0,406350.0,0.0,-180526.703125
2000-06-07,424200.0,395850.0,403200.0,415800.0,514266.0,-184724.953125
2000-06-08,475650.0,420000.0,422100.0,439950.0,1091208.0,-195453.984375
2000-06-09,470400.0,439950.0,441000.0,470400.0,490042.0,-208981.75
2000-06-12,493500.0,457800.0,478800.0,462000.0,414799.0,-205250.0
2000-06-13,455700.0,430500.0,451500.0,434700.0,278194.0,-193121.578125
2000-06-14,472500.0,437850.0,453600.0,469350.0,446747.0,-208515.328125
2000-06-15,458850.0,430500.0,453600.0,432600.0,300013.0,-192188.59375
2000-06-16,445200.0,415800.0,426300.0,426300.0,253614.0,-189389.71875
2000-06-19,432600.0,407400.0,409500.0,416850.0,453642.0,-185191.4375
2000-06-20,443100.0,428400.0,438900.0,431550.0,414142.0,-191722.125
2000-06-21,458850.0,435750.0,443100.0,438900.0,496675.0,-194987.453125
2000-06-22,487200.0,452550.0,459900.0,462000.0,1159827.0,-205250.0
2000-06-23,474600.0,452550.0,455700.0,465150.0,475918.0,-206649.40625
2000-06-26,491400.0,472500.0,478800.0,483000.0,438199.0,-214579.546875
2000-06-27,495600.0,477750.0,489300.0,489300.0,347632.0,-217378.40625
2000-06-28,498750.0,483000.0,489300.0,495600.0,528723.0,-220177.28125
2000-06-29,500850.0,451500.0,493500.0,468300.0,578675.0,-208048.875
2000-06-30,472500.0,451500.0,455700.0,462000.0,355799.0,-205250.0
2000-07-03,473550.0,462000.0,468300.0,472500.0,180852.0,-209914.75
2000-07-04,487200.0,464100.0,478800.0,476700.0,342490.0,-211780.640625
2000-07-05,498750.0,479850.0,483000.0,497700.0,403113.0,-221110.1875
2000-07-06,517650.0,478800.0,485100.0,514500.0,535894.0,-228573.828125
2000-07-07,529200.0,510300.0,514500.0,514500.0,422032.0,-228573.828125
2000-07-10,527100.0,500850.0,522900.0,507150.0,244185.0,-225308.484375
2000-07-11,518700.0,499800.0,514500.0,501900.0,299390.0,-222976.125
2000-07-12,508200.0,478800.0,498750.0,489300.0,386071.0,-217378.40625
2000-07-13,504000.0,478800.0,493500.0,494550.0,318490.0,-219710.765625
2000-07-14,506100.0,487200.0,504000.0,491400.0,224856.0,-218311.34375
2000-07-17,491400.0,491400.0,491400.0,491400.0,0.0,-218311.34375
2000-07-18,500850.0,480900.0,480900.0,493500.0,187233.0,-219244.328125
2000-07-19,500850.0,480900.0,480900.0,493500.0,187233.0,-219244.328125
2000-07-20,451500.0,415800.0,451500.0,415800.0,565437.0,-184724.953125
2000-07-21,446250.0,424200.0,428400.0,435750.0,591070.0,-193588.09375
2000-07-24,420000.0,393750.0,420000.0,397950.0,243847.0,-176794.890625
2000-07-25,392700.0,370650.0,388500.0,383250.0,297052.0,-170264.171875
2000-07-26,395850.0,368550.0,379050.0,389550.0,345532.0,-173063.046875
2000-07-27,383250.0,374850.0,378000.0,378000.0,167285.0,-167931.78125
2000-07-28,362250.0,338100.0,357000.0,345450.0,321090.0,-153471.0
2000-07-31,366450.0,331800.0,337050.0,365400.0,258347.0,-162334.078125
2000-08-01,420000.0,373800.0,378000.0,420000.0,564413.0,-186590.9375
2000-08-02,423150.0,393750.0,420000.0,410550.0,433294.0,-182392.578125
2000-08-03,426300.0,403200.0,418950.0,409500.0,245694.0,-181926.140625
2000-08-04,411600.0,399000.0,409500.0,401100.0,197814.0,-178194.296875
2000-08-07,397950.0,383250.0,384300.0,387450.0,136471.0,-172130.125
2000-08-08,403200.0,388500.0,394800.0,390600.0,160837.0,-173529.546875
2000-08-09,421050.0,396900.0,397950.0,418950.0,308385.0,-186124.40625
